VARIABLES = X Y
ZONE I = 50, J = 50, F = POINT
0	0
0.0204082	0
0.0408163	0
0.0612245	0
0.0816327	0
0.102041	0
0.122449	0
0.142857	0
0.163265	0
0.183673	0
0.204082	0
0.22449	0
0.244898	0
0.265306	0
0.285714	0
0.306122	0
0.326531	0
0.346939	0
0.367347	0
0.387755	0
0.408163	0
0.428571	0
0.44898	0
0.469388	0
0.489796	0
0.510204	0
0.530612	0
0.55102	0
0.571429	0
0.591837	0
0.612245	0
0.632653	0
0.653061	0
0.673469	0
0.693878	0
0.714286	0
0.734694	0
0.755102	0
0.77551	0
0.795918	0
0.816327	0
0.836735	0
0.857143	0
0.877551	0
0.897959	0
0.918367	0
0.938776	0
0.959184	0
0.979592	0
1	0
0	0.0477981
0.0204082	0.049749
0.0408163	0.0517
0.0612245	0.0536509
0.0816327	0.0556018
0.102041	0.0575528
0.122449	0.0595037
0.142857	0.0614547
0.163265	0.0634056
0.183673	0.0653566
0.204082	0.0673075
0.22449	0.0692584
0.244898	0.0712094
0.265306	0.0731603
0.285714	0.0751113
0.306122	0.0770622
0.326531	0.0790131
0.346939	0.0809641
0.367347	0.082915
0.387755	0.084866
0.408163	0.0868169
0.428571	0.0887679
0.44898	0.0907188
0.469388	0.0926697
0.489796	0.0946207
0.510204	0.0965716
0.530612	0.0985226
0.55102	0.100474
0.571429	0.102424
0.591837	0.104375
0.612245	0.106326
0.632653	0.108277
0.653061	0.110228
0.673469	0.112179
0.693878	0.11413
0.714286	0.116081
0.734694	0.118032
0.755102	0.119983
0.77551	0.121934
0.795918	0.123885
0.816327	0.125836
0.836735	0.127787
0.857143	0.129738
0.877551	0.131689
0.897959	0.13364
0.918367	0.13559
0.938776	0.137541
0.959184	0.139492
0.979592	0.141443
1	0.143394
0	0.0891125
0.0204082	0.0927498
0.0408163	0.096387
0.0612245	0.100024
0.0816327	0.103662
0.102041	0.107299
0.122449	0.110936
0.142857	0.114573
0.163265	0.118211
0.183673	0.121848
0.204082	0.125485
0.22449	0.129122
0.244898	0.13276
0.265306	0.136397
0.285714	0.140034
0.306122	0.143671
0.326531	0.147308
0.346939	0.150946
0.367347	0.154583
0.387755	0.15822
0.408163	0.161857
0.428571	0.165495
0.44898	0.169132
0.469388	0.172769
0.489796	0.176406
0.510204	0.180044
0.530612	0.183681
0.55102	0.187318
0.571429	0.190955
0.591837	0.194593
0.612245	0.19823
0.632653	0.201867
0.653061	0.205504
0.673469	0.209142
0.693878	0.212779
0.714286	0.216416
0.734694	0.220053
0.755102	0.223691
0.77551	0.227328
0.795918	0.230965
0.816327	0.234602
0.836735	0.23824
0.857143	0.241877
0.877551	0.245514
0.897959	0.249151
0.918367	0.252789
0.938776	0.256426
0.959184	0.260063
0.979592	0.2637
1	0.267338
0	0.124823
0.0204082	0.129918
0.0408163	0.135013
0.0612245	0.140107
0.0816327	0.145202
0.102041	0.150297
0.122449	0.155392
0.142857	0.160487
0.163265	0.165581
0.183673	0.170676
0.204082	0.175771
0.22449	0.180866
0.244898	0.185961
0.265306	0.191055
0.285714	0.19615
0.306122	0.201245
0.326531	0.20634
0.346939	0.211435
0.367347	0.216529
0.387755	0.221624
0.408163	0.226719
0.428571	0.231814
0.44898	0.236909
0.469388	0.242004
0.489796	0.247098
0.510204	0.252193
0.530612	0.257288
0.55102	0.262383
0.571429	0.267478
0.591837	0.272572
0.612245	0.277667
0.632653	0.282762
0.653061	0.287857
0.673469	0.292952
0.693878	0.298046
0.714286	0.303141
0.734694	0.308236
0.755102	0.313331
0.77551	0.318426
0.795918	0.323521
0.816327	0.328615
0.836735	0.33371
0.857143	0.338805
0.877551	0.3439
0.897959	0.348995
0.918367	0.354089
0.938776	0.359184
0.959184	0.364279
0.979592	0.369374
1	0.374469
0	0.155689
0.0204082	0.162044
0.0408163	0.168399
0.0612245	0.174753
0.0816327	0.181108
0.102041	0.187463
0.122449	0.193817
0.142857	0.200172
0.163265	0.206527
0.183673	0.212881
0.204082	0.219236
0.22449	0.225591
0.244898	0.231945
0.265306	0.2383
0.285714	0.244655
0.306122	0.251009
0.326531	0.257364
0.346939	0.263719
0.367347	0.270073
0.387755	0.276428
0.408163	0.282783
0.428571	0.289137
0.44898	0.295492
0.469388	0.301847
0.489796	0.308201
0.510204	0.314556
0.530612	0.320911
0.55102	0.327265
0.571429	0.33362
0.591837	0.339975
0.612245	0.346329
0.632653	0.352684
0.653061	0.359039
0.673469	0.365393
0.693878	0.371748
0.714286	0.378103
0.734694	0.384457
0.755102	0.390812
0.77551	0.397166
0.795918	0.403521
0.816327	0.409876
0.836735	0.41623
0.857143	0.422585
0.877551	0.42894
0.897959	0.435294
0.918367	0.441649
0.938776	0.448004
0.959184	0.454358
0.979592	0.460713
1	0.467068
0	0.182369
0.0204082	0.189812
0.0408163	0.197256
0.0612245	0.2047
0.0816327	0.212143
0.102041	0.219587
0.122449	0.22703
0.142857	0.234474
0.163265	0.241918
0.183673	0.249361
0.204082	0.256805
0.22449	0.264249
0.244898	0.271692
0.265306	0.279136
0.285714	0.286579
0.306122	0.294023
0.326531	0.301467
0.346939	0.30891
0.367347	0.316354
0.387755	0.323798
0.408163	0.331241
0.428571	0.338685
0.44898	0.346128
0.469388	0.353572
0.489796	0.361016
0.510204	0.368459
0.530612	0.375903
0.55102	0.383347
0.571429	0.39079
0.591837	0.398234
0.612245	0.405677
0.632653	0.413121
0.653061	0.420565
0.673469	0.428008
0.693878	0.435452
0.714286	0.442896
0.734694	0.450339
0.755102	0.457783
0.77551	0.465226
0.795918	0.47267
0.816327	0.480114
0.836735	0.487557
0.857143	0.495001
0.877551	0.502445
0.897959	0.509888
0.918367	0.517332
0.938776	0.524775
0.959184	0.532219
0.979592	0.539663
1	0.547106
0	0.205429
0.0204082	0.213814
0.0408163	0.222199
0.0612245	0.230584
0.0816327	0.238969
0.102041	0.247354
0.122449	0.255738
0.142857	0.264123
0.163265	0.272508
0.183673	0.280893
0.204082	0.289278
0.22449	0.297663
0.244898	0.306048
0.265306	0.314433
0.285714	0.322817
0.306122	0.331202
0.326531	0.339587
0.346939	0.347972
0.367347	0.356357
0.387755	0.364742
0.408163	0.373127
0.428571	0.381512
0.44898	0.389896
0.469388	0.398281
0.489796	0.406666
0.510204	0.415051
0.530612	0.423436
0.55102	0.431821
0.571429	0.440206
0.591837	0.44859
0.612245	0.456975
0.632653	0.46536
0.653061	0.473745
0.673469	0.48213
0.693878	0.490515
0.714286	0.4989
0.734694	0.507285
0.755102	0.515669
0.77551	0.524054
0.795918	0.532439
0.816327	0.540824
0.836735	0.549209
0.857143	0.557594
0.877551	0.565979
0.897959	0.574364
0.918367	0.582748
0.938776	0.591133
0.959184	0.599518
0.979592	0.607903
1	0.616288
0	0.225362
0.0204082	0.23456
0.0408163	0.243759
0.0612245	0.252957
0.0816327	0.262156
0.102041	0.271354
0.122449	0.280552
0.142857	0.289751
0.163265	0.298949
0.183673	0.308148
0.204082	0.317346
0.22449	0.326545
0.244898	0.335743
0.265306	0.344941
0.285714	0.35414
0.306122	0.363338
0.326531	0.372537
0.346939	0.381735
0.367347	0.390934
0.387755	0.400132
0.408163	0.409331
0.428571	0.418529
0.44898	0.427727
0.469388	0.436926
0.489796	0.446124
0.510204	0.455323
0.530612	0.464521
0.55102	0.47372
0.571429	0.482918
0.591837	0.492116
0.612245	0.501315
0.632653	0.510513
0.653061	0.519712
0.673469	0.52891
0.693878	0.538109
0.714286	0.547307
0.734694	0.556506
0.755102	0.565704
0.77551	0.574902
0.795918	0.584101
0.816327	0.593299
0.836735	0.602498
0.857143	0.611696
0.877551	0.620895
0.897959	0.630093
0.918367	0.639291
0.938776	0.64849
0.959184	0.657688
0.979592	0.666887
1	0.676085
0	0.24259
0.0204082	0.252492
0.0408163	0.262394
0.0612245	0.272295
0.0816327	0.282197
0.102041	0.292099
0.122449	0.302
0.142857	0.311902
0.163265	0.321804
0.183673	0.331705
0.204082	0.341607
0.22449	0.351509
0.244898	0.36141
0.265306	0.371312
0.285714	0.381214
0.306122	0.391115
0.326531	0.401017
0.346939	0.410919
0.367347	0.42082
0.387755	0.430722
0.408163	0.440623
0.428571	0.450525
0.44898	0.460427
0.469388	0.470328
0.489796	0.48023
0.510204	0.490132
0.530612	0.500033
0.55102	0.509935
0.571429	0.519837
0.591837	0.529738
0.612245	0.53964
0.632653	0.549542
0.653061	0.559443
0.673469	0.569345
0.693878	0.579247
0.714286	0.589148
0.734694	0.59905
0.755102	0.608952
0.77551	0.618853
0.795918	0.628755
0.816327	0.638657
0.836735	0.648558
0.857143	0.65846
0.877551	0.668361
0.897959	0.678263
0.918367	0.688165
0.938776	0.698066
0.959184	0.707968
0.979592	0.71787
1	0.727771
0	0.257482
0.0204082	0.267992
0.0408163	0.278501
0.0612245	0.289011
0.0816327	0.29952
0.102041	0.31003
0.122449	0.320539
0.142857	0.331049
0.163265	0.341558
0.183673	0.352067
0.204082	0.362577
0.22449	0.373086
0.244898	0.383596
0.265306	0.394105
0.285714	0.404615
0.306122	0.415124
0.326531	0.425634
0.346939	0.436143
0.367347	0.446653
0.387755	0.457162
0.408163	0.467672
0.428571	0.478181
0.44898	0.488691
0.469388	0.4992
0.489796	0.50971
0.510204	0.520219
0.530612	0.530729
0.55102	0.541238
0.571429	0.551748
0.591837	0.562257
0.612245	0.572766
0.632653	0.583276
0.653061	0.593785
0.673469	0.604295
0.693878	0.614804
0.714286	0.625314
0.734694	0.635823
0.755102	0.646333
0.77551	0.656842
0.795918	0.667352
0.816327	0.677861
0.836735	0.688371
0.857143	0.69888
0.877551	0.70939
0.897959	0.719899
0.918367	0.730409
0.938776	0.740918
0.959184	0.751428
0.979592	0.761937
1	0.772447
0	0.270354
0.0204082	0.281389
0.0408163	0.292424
0.0612245	0.303458
0.0816327	0.314493
0.102041	0.325528
0.122449	0.336563
0.142857	0.347598
0.163265	0.358633
0.183673	0.369668
0.204082	0.380702
0.22449	0.391737
0.244898	0.402772
0.265306	0.413807
0.285714	0.424842
0.306122	0.435877
0.326531	0.446912
0.346939	0.457946
0.367347	0.468981
0.387755	0.480016
0.408163	0.491051
0.428571	0.502086
0.44898	0.513121
0.469388	0.524155
0.489796	0.53519
0.510204	0.546225
0.530612	0.55726
0.55102	0.568295
0.571429	0.57933
0.591837	0.590365
0.612245	0.601399
0.632653	0.612434
0.653061	0.623469
0.673469	0.634504
0.693878	0.645539
0.714286	0.656574
0.734694	0.667609
0.755102	0.678643
0.77551	0.689678
0.795918	0.700713
0.816327	0.711748
0.836735	0.722783
0.857143	0.733818
0.877551	0.744853
0.897959	0.755887
0.918367	0.766922
0.938776	0.777957
0.959184	0.788992
0.979592	0.800027
1	0.811062
0	0.28148
0.0204082	0.292969
0.0408163	0.304458
0.0612245	0.315946
0.0816327	0.327435
0.102041	0.338924
0.122449	0.350413
0.142857	0.361902
0.163265	0.373391
0.183673	0.38488
0.204082	0.396369
0.22449	0.407858
0.244898	0.419347
0.265306	0.430836
0.285714	0.442325
0.306122	0.453814
0.326531	0.465303
0.346939	0.476792
0.367347	0.488281
0.387755	0.49977
0.408163	0.511259
0.428571	0.522748
0.44898	0.534237
0.469388	0.545726
0.489796	0.557215
0.510204	0.568704
0.530612	0.580193
0.55102	0.591682
0.571429	0.603171
0.591837	0.61466
0.612245	0.626149
0.632653	0.637637
0.653061	0.649126
0.673469	0.660615
0.693878	0.672104
0.714286	0.683593
0.734694	0.695082
0.755102	0.706571
0.77551	0.71806
0.795918	0.729549
0.816327	0.741038
0.836735	0.752527
